INCA ID,Dimensions Researcher ID,Additional Researcher DIM ID to combine,Additional Researcher DIM ID to combine 2,prenom_port,nom_port,URL 1,URL 2,URL 3
inca_1211,ur.01276222720.25,,,Mario,TOSI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01276222720.25,,
inca_1212,ur.01366341157.75,,,Yann,TOUCHEFEU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01366341157.75,,
inca_1213,ur.0635311430.72,,,David,TOUGERON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0635311430.72,,
inca_1214,ur.01152713005.90,,,Olivier,TOURNILHAC,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01152713005.90,,
inca_1215,ur.01027515723.45,,,Mathilde,TOUVIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01027515723.45,,
inca_1216,ur.01357135407.38,,,Albert,TRAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01357135407.38,,
inca_1217,ur.01260625227.55,,,Alain,TRAUTMANN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01260625227.55,,
inca_1218,ur.01304017621.23,,,Olivier,TREDAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01304017621.23,,
inca_1219,ur.01060005154.19,,,Amélie,TRINQUAND,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01060005154.19,,
inca_1220,ur.01371406066.74,,,François,TROTTEIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01371406066.74,,
inca_1221,ur.01042755113.69,,,Didier,TROUCHE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01042755113.69,,
inca_1222,ur.012763245245.81,,,Alain,TRUGEON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.012763245245.81,,
inca_1223,ur.01066600302.42,ur.015236570123.92,,Jean-Jacques,TUECH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01066600302.42,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.015236570123.92,
inca_1224,ur.0707730357.46,,,Valérie,UGO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0707730357.46,,
inca_1225,ur.01172464660.86,,,Sabrina,UHRY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01172464660.86,,
inca_1226,ur.0762772103.60,,,Yves,USSON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0762772103.60,,
inca_1227,ur.01307221145.74,,,Stephan,VAGNER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01307221145.74,,
inca_1228,ur.01030513755.76,,,Zoé,VAILLANT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01030513755.76,,
inca_1229,ur.0731474660.38,,,William,VAINCHENKER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0731474660.38,,
inca_1230,ur.01347672627.22,,,Samuel,VALABLE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01347672627.22,,
inca_1231,ur.01234616035.77,,,Thibaud,VALENTIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01234616035.77,,
inca_1232,ur.01133517350.46,,,Charles Ambroise,VALERY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01133517350.46,,
inca_1233,ur.01102251664.22,,,Salvatore,VALITUTTI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01102251664.22,,
inca_1234,ur.01227517014.09,,,François,VALLETTE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01227517014.09,,
inca_1235,ur.01232263403.99,,,Ellen,VAN OBBERGHEN-SCHILLING,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01232263403.99,,
inca_1237,ur.01021044072.24,,,Geoffroy,VANBIERVLIET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01021044072.24,,
inca_1238,ur.0705741030.36,,,Yann-Alexandre,VANO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0705741030.36,,
inca_1239,ur.01347770553.78,,,Georges,VASSAUX,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01347770553.78,,
inca_1240,ur.01015432132.42,,,Michel,VELTEN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01015432132.42,,
inca_1242,ur.0635416745.75,,,Pierre,VERA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0635416745.75,,
inca_1243,ur.0653153660.33,,,Federico,VERGA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0653153660.33,,
inca_1244,ur.0757733070.26,,,Jean-Michel,VERGNON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0757733070.26,,
inca_1245,ur.0733651754.10,,,Benjamin,VERILLAUD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0733651754.10,,
inca_1246,ur.0703003743.96,,,Laurent,VERNHET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0703003743.96,,
inca_1247,ur.01051724377.98,,,Arnauld,VERSCHUUR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01051724377.98,,
inca_1248,ur.011534450757.72,,,Norbert,VEY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.011534450757.72,,
inca_1249,ur.0635037775.68,,,Delphine,VEZZOSI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0635037775.68,,
inca_1250,ur.01216161705.23,,,Eric,VIBERT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01216161705.23,,
inca_1251,ur.01032004134.78,,,Gwenaëlle,VIDAL-TRECAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01032004134.78,,
inca_1252,ur.01012656033.88,,,Henri,VIE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01012656033.88,,
inca_1253,ur.01036714412.15,ur.010741622561.47,ur.010410316011.49,Philippe,VIELH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01036714412.15,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010741622561.47,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010410316011.49
inca_1254,ur.01367530120.79,,,Patrice,VIENS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01367530120.79,,
inca_1255,ur.01226121700.08,,,Isabelle,VILGRAIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01226121700.08,,
inca_1256,ur.0761705775.52,ur.010227343617.58,,Valérie,VILGRAIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0761705775.52,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010227343617.58,
inca_1258,ur.015513664160.10,,,Martin,VILLALBA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.015513664160.10,,
inca_1259,ur.01076641112.00,,,Julien,VILLEMEJANE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01076641112.00,,
inca_1260,ur.01234274311.30,,,Arnaud,VILLERS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01234274311.30,,
inca_1261,ur.01336065455.08,,,Julie,VINCENT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01336065455.08,,
inca_1262,ur.01043513124.97,,,Laure,VINCENT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01043513124.97,,
inca_1263,ur.0740431657.65,,,Silvia,VINCENT-NAULLEAU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0740431657.65,,
inca_1264,ur.01371737053.20,,,Jean-Louis,VIOVY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01371737053.20,,
inca_1265,ur.01255045106.49,,,Dimitri,VISVIKIS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01255045106.49,,
inca_1266,ur.0642635567.18,,,Virginie,VLAEMINCK-GUILLEM,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0642635567.18,,
inca_1267,ur.0736320614.27,,,Claire,VOURC'H,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0736320614.27,,
inca_1268,ur.01162427051.90,,,Marie-Catherine,VOZENIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01162427051.90,,
inca_1269,ur.055642406.07,,,Simon,WAIN-HOBSON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.055642406.07,,
inca_1270,ur.011402177445.23,,,Xiaobo,WANG,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.011402177445.23,,
inca_1271,ur.016137764143.13,ur.014361644361.44,,Anne-Marie,WASER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.016137764143.13,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014361644361.44,
inca_1272,ur.01060001636.21,,,Bohdan,WASYLYK,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01060001636.21,,
inca_1274,ur.01350771510.70,,,Mathieu,WEMEAU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01350771510.70,,
inca_1275,ur.01300147124.79,,,Till,WENGER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01300147124.79,,
inca_1276,ur.01346443065.29,,,Virginie,WESTEEL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01346443065.29,,
inca_1277,ur.01201243136.13,,,Lise,WILLEMS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01201243136.13,,
inca_1278,ur.01356344710.47,,,Marie,WISLEZ,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01356344710.47,,
inca_1279,ur.01332650046.75,,,Nader,YATIM,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01332650046.75,,
inca_1280,ur.01047117713.26,,,Marc,YCHOU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01047117713.26,,
inca_1282,ur.01371171317.49,,,Gérard,ZALCMAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01371171317.49,,
inca_1284,ur.01012375524.20,,,Sonia,ZILBERMAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01012375524.20,,
inca_1285,ur.01062442277.43,ur.0771014012.79,,Cécile,ZINZINDOHOUE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01062442277.43,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0771014012.79,
inca_1286,ur.01214767546.51,,,Laurence,ZITVOGEL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01214767546.51,,
inca_1290,ur.01074475170.66,,,Jessica,ZUCMAN-ROSSI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01074475170.66,,
