INCA ID,Dimensions Researcher ID,Additional Researcher DIM ID to combine,Additional Researcher DIM ID to combine 2,prenom_port,nom_port,URL 1,URL 2,URL 3
inca_950,ur.056057071.12,ur.01223764377.50,,Pierre,OUDET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.056057071.12,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01223764377.50,
inca_952,ur.014615405257.07,,,Gilles,PAGES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014615405257.07,,
inca_953,ur.0664664324.32,,,Franck,PAGES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0664664324.32,,
inca_956,ur.0746261521.42,,,Anne,PAGNIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0746261521.42,,
inca_957,ur.01262207234.16,,,Elena,PAILLAUD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01262207234.16,,
inca_958,ur.0736053236.23,,,Frédéric,PAIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0736053236.23,,
inca_959,ur.0707022330.69,,,Jean,PALUSSIERE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0707022330.69,,
inca_960,ur.01213011001.57,,,Xavier,PAOLETTI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01213011001.57,,
inca_964,ur.01323420103.20,,,Alain,PARAPONARIS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01323420103.20,,
inca_965,ur.0640626452.00,,,Antoine,PARIENTE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0640626452.00,,
inca_966,ur.01124572054.72,,,Philippe,PASERO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01124572054.72,,
inca_967,ur.016611412411.58,,,Alban,PASQUIES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.016611412411.58,,
inca_968,ur.0712023150.33,,,Stéphanie,PATIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0712023150.33,,
inca_969,ur.01120341067.33,,,Catherine,PATTE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01120341067.33,,
inca_971,ur.01232301242.56,,,Pierre,PAYOUX,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01232301242.56,,
inca_972,ur.0746501723.22,,,Florence,PEDEUTOUR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0746501723.22,,
inca_975,ur.01350217670.92,,,Regis,PEFFAULT DE LATOUR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01350217670.92,,
inca_976,ur.01205525531.33,,,Didier,PEIFFERT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01205525531.33,,
inca_977,ur.01267403340.17,,,André,PELEGRIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01267403340.17,,
inca_978,ur.0677635763.77,,,Virginie,PENARD-LACRONIQUE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0677635763.77,,
inca_979,ur.01026003431.15,,,Mario,PENDE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01026003431.15,,
inca_980,ur.0677574257.10,,,Nicolas,PENEL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0677574257.10,,
inca_983,ur.015226557053.25,,,Michael,PERES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.015226557053.25,,
inca_984,ur.011012066405.98,,,Géraldine,PERKINS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.011012066405.98,,
inca_985,ur.01050351535.16,ur.0614441347.46,,Teodora-Adriana,PERLES-BARBACARU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01050351535.16,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0614441347.46,
inca_986,ur.01163035176.63,,,Maurice,PEROL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01163035176.63,,
inca_987,ur.01144317100.39,,,Christine,PERRET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01144317100.39,,
inca_988,ur.0613723320.30,,,Cyril,PETIBOIS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0613723320.30,,
inca_989,ur.0770250501.57,,,Virginie,PETRILLI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0770250501.57,,
inca_990,ur.0762357365.90,,,Sébastien,PFEFFER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0762357365.90,,
inca_991,ur.0673466013.24,ur.011323147120.55,,Christian,PFISTER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0673466013.24,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.011323147120.55,
inca_992,ur.0751547160.04,,,Françoise,PFLUMIO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0751547160.04,,
inca_994,ur.0604647045.79,,,Françoise,PIARD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0604647045.79,,
inca_996,ur.01237270622.45,,,Matthieu,PIEL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01237270622.45,,
inca_998,ur.0711334140.14,,,Jean-Yves,PIERGA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0711334140.14,,
inca_1000,ur.0756464065.04,,,Arnaud,PIGNEUX,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0756464065.04,,
inca_1002,ur.01301656124.69,ur.014253554623.95,,Jean-Pierre,PIGNON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01301656124.69,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014253554623.95,
inca_1005,ur.01031343471.17,,,Sylvain,PILORGE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01031343471.17,,
inca_1006,ur.01240671234.22,,,Frédéric,PINCET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01240671234.22,,
inca_1007,ur.01102256227.79,ur.012464155420.37,,Patrice,PINELL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01102256227.79,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.012464155420.37,
inca_1008,ur.0677547262.59,,,Olivier,PIOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0677547262.59,,
inca_1009,ur.01077275663.00,,,Sophie,PIPERNO-NEUMANN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01077275663.00,,
inca_1010,ur.015017024603.58,,,Isabelle,PLO-AZEVEDO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.015017024603.58,,
inca_1011,ur.0626562404.15,,,Joël,PLUMAS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0626562404.15,,
inca_1012,ur.01230715510.87,,,Pascal,POMMIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01230715510.87,,
inca_1013,ur.0713137561.47,,,Thierry,PONCHON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0713137561.47,,
inca_1014,ur.01167641377.08,,,Clément,PONTOIZEAU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01167641377.08,,
inca_1015,ur.01032522571.78,,,Sophie,POSTEL-VINAY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01032522571.78,,
inca_1017,ur.01366017063.91,,,Marie - Christine,POUCHELLE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01366017063.91,,
inca_1018,ur.0101762023.82,,,Jacques,POUYSSEGUR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0101762023.82,,
inca_1019,ur.0736667601.08,ur.07473544124.97,,Frédéric,PRAT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0736667601.08,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.07473544124.97,
inca_1020,ur.0606714070.78,,,Hervé,PRATS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0606714070.78,,
inca_1022,ur.0666023003.82,,,Claude,PREUDHOMME,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0666023003.82,,
inca_1026,ur.0726743451.43,,,Alain,PUISIEUX,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0726743451.43,,
inca_1027,ur.01321653070.10,ur.01114530003.63,,Éric,PUJADE-LAURAINE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01321653070.10,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01114530003.63,
inca_1029,ur.01362106224.67,,,Catherine,QUANTIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01362106224.67,,
inca_1031,ur.077726733.04,,,Denis,QUERLEU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.077726733.04,,
inca_1032,ur.0661421411.70,,,Bruno,QUESNEL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0661421411.70,,
inca_1033,ur.01144715173.81,,,Véronique,QUILLIEN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01144715173.81,,
inca_1034,ur.01247476376.27,,,Nadia,RABAH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01247476376.27,,
inca_1035,ur.0760655227.85,,,Séverine,RACADOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0760655227.85,,
inca_1036,ur.01024575231.12,,,François,RADVANYI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01024575231.12,,
inca_1040,ur.01025255237.35,ur.0754611117.02,,Philippe,RAVAUD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01025255237.35,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0754611117.02,
inca_1041,ur.01077045011.19,,,Alain,RAVAUD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01077045011.19,,
inca_1042,ur.01300551271.16,,,Gérald,RAVEROT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01300551271.16,,
inca_1043,ur.01336342233.28,,,Cedric,RAY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01336342233.28,,
inca_1044,ur.01241651726.32,,,Karine,RAYMOND,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01241651726.32,,
inca_1045,ur.0722574726.55,,,Eric,RAYMOND,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0722574726.55,,
inca_1046,ur.0776152013.10,,,Patrick,RAYNAL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0776152013.10,,
inca_1047,ur.01277147141.89,,,Jérôme,REBOUL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01277147141.89,,
inca_1048,ur.01211533217.25,,,Christian,RECHER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01211533217.25,,
inca_1049,ur.01064233773.69,,,Michel,RECORD,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01064233773.69,,
inca_1050,ur.0766531066.09,,,Nicolas,REGENET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0766531066.09,,
inca_1051,ur.01230203137.18,,,Josy,REIFFERS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01230203137.18,,
inca_1052,ur.0735534523.14,,,Oumédaly,REMAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0735534523.14,,
inca_1053,ur.01057551005.17,,,Chantal,REMY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01057551005.17,,
inca_1054,ur.01153737430.68,,,Toufic,RENNO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01153737430.68,,
inca_1055,ur.01036155166.50,ur.01172615446.92,,Matthieu,RESCHE-RIGON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01036155166.50,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01172615446.92,
inca_1056,ur.0747747300.37,,,Grégoire,REY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0747747300.37,,
inca_1058,ur.0702354323.31,,,Fanny,RIALLAND,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0702354323.31,,
inca_1059,ur.0751077254.62,,,Benjamin,RIBBA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0751077254.62,,
inca_1061,ur.01103522373.34,,,Guillem,RIGAILL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01103522373.34,,
inca_1062,ur.01135505025.92,,,Ruth,RIMOKH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01135505025.92,,
inca_1063,ur.01245127334.86,,,Bernard,RIO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01245127334.86,,
inca_1064,ur.0662512020.41,,,Marie-Christine,RIO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0662512020.41,,
inca_1066,ur.01123664106.53,ur.01035071555.32,,Nathalie,RIOUX-LECLERCQ,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01123664106.53,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01035071555.32,
inca_1067,ur.01233744764.09,,,Nathalie,RIVES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01233744764.09,,
inca_1068,ur.01174146046.11,,,Michel,RIVOIRE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01174146046.11,,
inca_1071,ur.01067547032.90,,,Olivier,RIXE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01067547032.90,,
inca_1072,ur.01050200514.02,,,Sylvie,ROBINE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01050200514.02,,
inca_1073,ur.0662117035.31,,,Macarena,ROBLEDO-SARMIENTO,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0662117035.31,,
inca_1074,ur.01054114615.17,,,Palma,ROCCHI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01054114615.17,,
inca_1075,ur.01143444261.94,,,Vanderson,ROCHA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01143444261.94,,
inca_1076,ur.01143500144.40,,,Colette,ROCHE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01143500144.40,,
inca_1077,ur.01246127103.21,ur.014665116025.06,,Henri,ROCHE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01246127103.21,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014665116025.06,
inca_1078,ur.0773141107.54,,,Serge,ROCHE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0773141107.54,,
inca_1080,ur.016540250315.76,,,Juliette,ROCHEFORT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.016540250315.76,,
inca_1081,ur.052273773.33,,,Cécile,ROCHETTE-EGLY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.052273773.33,,
inca_1083,ur.0727450045.11,,,Agnès,RODE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0727450045.11,,
inca_1084,ur.0626167623.51,,,Pierre-Simon,ROHRLICH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0626167623.51,,
inca_1085,ur.01106753246.20,,,Gilles,ROMIEU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01106753246.20,,
inca_1086,ur.01240152636.23,ur.01276574516.35,,Isabelle,ROMIEU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01240152636.23,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01276574516.35,
inca_1087,ur.0752626633.44,,,Virginie,RONDEAU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0752626633.44,,
inca_1088,ur.01274511475.11,,,Jean,ROSENBAUM,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01274511475.11,,
inca_1089,ur.0705040166.37,,,Filippo,ROSSELLI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0705040166.37,,
inca_1090,ur.01354272573.23,,,Delphine,ROSSILLE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01354272573.23,,
inca_1091,ur.01162213267.47,ur.016472076561.80,,Philippe,ROUANET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01162213267.47,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.016472076561.80,
inca_1092,ur.01251167526.94,,,Dominique,ROULOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01251167526.94,,
inca_1093,ur.01034475347.19,,,Christophe,ROUMIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01034475347.19,,
inca_1094,ur.01040720146.52,,,Olivier,ROUVIERE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01040720146.52,,
inca_1095,ur.01200730667.55,,,Anne,ROYOU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01200730667.55,,
inca_1096,ur.01056162412.14,,,Eric,RULLIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01056162412.14,,
inca_1097,ur.01032664702.55,,,Esma,SAADA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01032664702.55,,
inca_1098,ur.01202173001.78,ur.010506053261.92,,Philippe,SAAS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01202173001.78,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010506053261.92,
inca_1099,ur.01330325235.02,,,Marie-Paule,SABLIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01330325235.02,,
inca_1100,ur.01205276462.23,ur.014716626517.27,,Philippe,SAIAG,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01205276462.23,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014716626517.27,
inca_1103,ur.01021766527.49,,,Pierre-Yves,SALAUN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01021766527.49,,
inca_1104,ur.01005135745.13,ur.010265116736.13,,Edith,SALES - WUILLEMIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01005135745.13,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010265116736.13,
inca_1105,ur.01253657634.53,ur.0700577427.07,,Gilles,SALLES,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01253657634.53,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0700577427.07,
inca_1107,ur.01012666563.74,,,Marc,SANSON,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01012666563.74,,
inca_1110,ur.01363022356.99,,,Sabine,SARNACKI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01363022356.99,,
inca_1111,ur.01354335252.66,,,Xavier,SASTRE-GARAU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01354335252.66,,
inca_1112,ur.01066262640.45,,,Daniel,SATGE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01066262640.45,,
inca_1113,ur.01153230633.11,,,Simon,SAULE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01153230633.11,,
inca_1114,ur.01076514673.63,,,Jean-Christophe,SAURIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01076514673.63,,
inca_1115,ur.01100472405.50,,,Augustin,SCALBERT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01100472405.50,,
inca_1116,ur.0640156043.39,ur.01226450246.45,,Laurent,SCHAEFFER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0640156043.39,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01226450246.45,
inca_1117,ur.01126137670.38,,,Matthias,SCHELL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01126137670.38,,
inca_1118,ur.01112122137.56,,,Gudrun,SCHLEIERMACHER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01112122137.56,,
inca_1121,ur.01160714177.40,,,Anna,SCHMITT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01160714177.40,,
inca_1122,ur.0601533165.26,,,Anne-Marie,SCHMITT-VERHULST,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0601533165.26,,
inca_1123,ur.01222274462.00,,,Michael,SCHWARZINGER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01222274462.00,,
inca_1124,ur.0753616634.77,,,Christoph,SEGEBARTH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0753616634.77,,
inca_1125,ur.01141437377.40,,,Arnaud,SEIGNEURIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01141437377.40,,
inca_1127,ur.01221436600.66,,,Jean-François,SEITZ,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01221436600.66,,
inca_1129,ur.0723166073.42,,,Frédéric,SELLE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0723166073.42,,
inca_1130,ur.01031615144.05,,,Samia,SELMI-RUBY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01031615144.05,,
inca_1131,ur.0607562524.46,,,Olivier,SEROR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0607562524.46,,
inca_1133,ur.01030746273.54,,,Pirouz,SHIRALI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01030746273.54,,
inca_1134,ur.01372423213.18,,,Flore,SICRE DE FONTBRUNE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01372423213.18,,
inca_1135,ur.01152354737.61,,,Brigitte,SIGAL,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01152354737.61,,
inca_1136,ur.0711242706.80,,,Marie - Claude,SIMEONI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0711242706.80,,
inca_1138,ur.01351124774.04,,,Olga,SINILNIKOVA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01351124774.04,,
inca_1139,ur.01046644677.25,,,Ralph,SINKUS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01046644677.25,,
inca_1141,ur.01135423067.42,,,Iradj,SOBHANI,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01135423067.42,,
inca_1145,ur.0636060620.30,,,Eric,SOLARY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0636060620.30,,
inca_1147,ur.0762533626.68,,,Fabrice,SONCIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0762533626.68,,
inca_1148,ur.01225022325.73,ur.014220655323.03,,Jean-Charles,SORIA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01225022325.73,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.014220655323.03,
inca_1153,ur.0617227424.38,,,Pierre-Louis,SOUBEYRAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0617227424.38,,
inca_1155,ur.01155407542.97,,,Jean,SOULIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01155407542.97,,
inca_1156,ur.016670500073.50,,,Fanny,SOUM-POUYALET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.016670500073.50,,
inca_1158,ur.01117657164.74,,,Vassili,SOUMELIS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01117657164.74,,
inca_1160,ur.01222215700.96,,,Carole,SOUSSAIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01222215700.96,,
inca_1161,ur.0722152057.35,,,Evanthia,SOUTOGLOU,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0722152057.35,,
inca_1163,ur.0106770707.42,,,Anne,STAUB,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0106770707.42,,
inca_1164,ur.0723573746.66,ur.01317742302.15,,Dominique,STOPPA-LYONNET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0723573746.66,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01317742302.15,
inca_1166,ur.01245020003.94,,,Kurt,STRAIF,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01245020003.94,,
inca_1167,ur.01114155255.28,,,Isabelle,STUCKER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01114155255.28,,
inca_1169,ur.010341033705.08,,,Serge,SULTAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.010341033705.08,,
inca_1171,ur.01143355435.07,,,Marie-Pierre,SUNYACH,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01143355435.07,,
inca_1173,ur.01137036366.77,,,Stéphane,SUPIOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01137036366.77,,
inca_1175,ur.01052641504.44,,,Santos A.,SUSIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01052641504.44,,
inca_1176,ur.0712575061.71,,,David,TAIEB,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0712575061.71,,
inca_1177,ur.01115325455.50,,,Daniel,TAILLANDIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01115325455.50,,
inca_1178,ur.0661676574.69,,,Luc,TAILLANDIER,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0661676574.69,,
inca_1179,ur.01111472655.33,,,Jean-Noël,TALBOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01111472655.33,,
inca_1182,ur.01007322545.78,,,Agnès,TALLET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01007322545.78,,
inca_1183,ur.01176226253.66,,,Jérémie,TALVAS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01176226253.66,,
inca_1184,ur.0733212263.02,,,Frédéric,TARAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0733212263.02,,
inca_1185,ur.01105554157.47,,,Bertrand,TAVITIAN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01105554157.47,,
inca_1188,ur.0641714517.21,,,Naomi,TAYLOR,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0641714517.21,,
inca_1189,ur.066405144.83,,,Justin,TEISSIE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.066405144.83,,
inca_1190,ur.0751407621.41,,,Stéphane,TEMAM,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0751407621.41,,
inca_1193,ur.0722036672.50,ur.013576274631.99,,Benoît,TERRIS,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0722036672.50,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.013576274631.99,
inca_1194,ur.01352714333.29,,,Benoit,TESSOULIN,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01352714333.29,,
inca_1195,ur.01016454476.57,,,Annie,THEBAUD-MONY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01016454476.57,,
inca_1198,ur.01372117114.03,,,Charles,THEILLET,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01372117114.03,,
inca_1199,ur.0644627617.36,,,Sylvain,THEPOT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0644627617.36,,
inca_1200,ur.01067772326.81,,,Clotilde,THERY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01067772326.81,,
inca_1201,ur.01171155422.10,,,Manuel,THERY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01171155422.10,,
inca_1202,ur.01300203303.85,,,Luc,THIBERVILLE,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01300203303.85,,
inca_1204,ur.01153464243.58,,,Catherine,THIEBLEMONT,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01153464243.58,,
inca_1207,ur.01026617606.51,,,Hervé,TILLY,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.01026617606.51,,
inca_1210,ur.0742043773.41,ur.0627437516.69,,Laszlo,TORA,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0742043773.41,https://inca.dimensions.ai/discover/publication?and_facet_researcher=ur.0627437516.69,
